PID,Area,DC1117EW_C_SEX,DC1117EW_C_AGE,DC2101EW_C_ETHPUK11
103569,E02004161,2,49,2
103570,E02004161,2,49,2
103571,E02004161,2,49,2
103572,E02004161,2,49,2
103573,E02004161,2,49,2
103574,E02004161,2,49,2
103575,E02004161,2,49,2
103576,E02004161,2,49,2
103577,E02004161,2,49,2
103578,E02004161,2,49,2
103579,E02004161,2,49,2
103580,E02004161,2,49,2
103581,E02004161,2,49,2
103582,E02004161,2,49,2
103583,E02004161,2,49,2
103584,E02004161,2,49,2
103585,E02004161,2,49,2
103586,E02004161,2,49,2
103587,E02004161,2,49,2
103588,E02004161,2,49,2
103589,E02004161,2,49,2
103590,E02004161,2,49,2
103591,E02004161,2,49,2
103592,E02004161,2,49,2
103593,E02004161,2,49,2
103594,E02004161,2,49,2
103595,E02004161,2,49,2
103596,E02004161,2,49,2
103597,E02004161,2,49,2
103598,E02004161,2,49,2
103599,E02004161,2,49,2
103600,E02004161,2,49,2
103601,E02004161,2,49,2
103602,E02004161,2,49,2
103603,E02004161,2,49,2
103604,E02004161,2,49,2
103605,E02004161,2,49,2
103606,E02004161,2,49,2
103607,E02004161,2,49,2
103608,E02004161,2,49,2
103609,E02004161,2,49,5
103610,E02004161,2,49,5
103611,E02004161,2,49,5
103612,E02004161,2,49,10
103613,E02004161,2,49,13
103614,E02004161,2,50,2
103615,E02004161,2,50,2
103616,E02004161,2,50,2
103617,E02004161,2,50,2
103618,E02004161,2,50,2
103619,E02004161,2,50,2
103620,E02004161,2,50,2
103621,E02004161,2,50,2
103622,E02004161,2,50,2
103623,E02004161,2,50,2
103624,E02004161,2,50,2
103625,E02004161,2,50,2
103626,E02004161,2,50,2
103627,E02004161,2,50,2
103628,E02004161,2,50,2
103629,E02004161,2,50,2
103630,E02004161,2,50,2
103631,E02004161,2,50,2
103632,E02004161,2,50,2
103633,E02004161,2,50,2
103634,E02004161,2,50,2
103635,E02004161,2,50,2
103636,E02004161,2,50,2
103637,E02004161,2,50,2
103638,E02004161,2,50,2
103639,E02004161,2,50,2
103640,E02004161,2,50,2
103641,E02004161,2,50,2
103642,E02004161,2,50,2
103643,E02004161,2,50,2
103644,E02004161,2,50,2
103645,E02004161,2,50,2
103646,E02004161,2,50,2
103647,E02004161,2,50,2
103648,E02004161,2,50,2
103649,E02004161,2,50,2
103650,E02004161,2,50,2
103651,E02004161,2,50,2
103652,E02004161,2,50,2
103653,E02004161,2,50,2
103654,E02004161,2,50,2
103655,E02004161,2,50,2
103656,E02004161,2,50,2
103657,E02004161,2,50,2
103658,E02004161,2,50,2
103659,E02004161,2,50,2
103660,E02004161,2,50,2
103661,E02004161,2,50,2
103662,E02004161,2,50,2
103663,E02004161,2,50,2
103664,E02004161,2,50,2
103665,E02004161,2,50,2
103666,E02004161,2,50,2
103667,E02004161,2,50,2
103668,E02004161,2,50,2
103669,E02004161,2,50,2
103670,E02004161,2,50,2
103671,E02004161,2,50,2
103672,E02004161,2,50,2
103673,E02004161,2,50,2
103674,E02004161,2,50,5
103675,E02004161,2,50,5
103676,E02004161,2,50,12
103677,E02004161,2,51,2
103678,E02004161,2,51,2
103679,E02004161,2,51,2
103680,E02004161,2,51,2
103681,E02004161,2,51,2
103682,E02004161,2,51,2
103683,E02004161,2,51,2
103684,E02004161,2,51,2
103685,E02004161,2,51,2
103686,E02004161,2,51,2
103687,E02004161,2,51,2
103688,E02004161,2,51,2
103689,E02004161,2,51,2
103690,E02004161,2,51,2
103691,E02004161,2,51,2
103692,E02004161,2,51,2
103693,E02004161,2,51,2
103694,E02004161,2,51,2
103695,E02004161,2,51,2
103696,E02004161,2,51,2
103697,E02004161,2,51,2
103698,E02004161,2,51,2
103699,E02004161,2,51,2
103700,E02004161,2,51,2
103701,E02004161,2,51,2
103702,E02004161,2,51,2
103703,E02004161,2,51,2
103704,E02004161,2,51,2
103705,E02004161,2,51,2
103706,E02004161,2,51,2
103707,E02004161,2,51,2
103708,E02004161,2,51,2
103709,E02004161,2,51,2
103710,E02004161,2,51,2
103711,E02004161,2,51,2
103712,E02004161,2,51,2
103713,E02004161,2,51,2
103714,E02004161,2,51,2
103715,E02004161,2,51,2
103716,E02004161,2,51,2
103717,E02004161,2,51,2
103718,E02004161,2,51,2
103719,E02004161,2,51,2
103720,E02004161,2,51,2
103721,E02004161,2,51,2
103722,E02004161,2,51,2
103723,E02004161,2,51,2
103724,E02004161,2,51,2
103725,E02004161,2,51,5
103726,E02004161,2,51,5
103727,E02004161,2,51,10
103728,E02004161,2,51,16
103729,E02004161,2,51,16
103730,E02004161,2,51,23
103731,E02004161,2,52,2
103732,E02004161,2,52,2
103733,E02004161,2,52,2
103734,E02004161,2,52,2
103735,E02004161,2,52,2
103736,E02004161,2,52,2
103737,E02004161,2,52,2
103738,E02004161,2,52,2
103739,E02004161,2,52,2
103740,E02004161,2,52,2
103741,E02004161,2,52,2
103742,E02004161,2,52,2
103743,E02004161,2,52,2
103744,E02004161,2,52,2
103745,E02004161,2,52,2
103746,E02004161,2,52,2
103747,E02004161,2,52,2
103748,E02004161,2,52,2
103749,E02004161,2,52,2
103750,E02004161,2,52,2
103751,E02004161,2,52,2
103752,E02004161,2,52,2
103753,E02004161,2,52,2
103754,E02004161,2,52,2
103755,E02004161,2,52,2
103756,E02004161,2,52,2
103757,E02004161,2,52,2
103758,E02004161,2,52,2
103759,E02004161,2,52,2
103760,E02004161,2,52,2
103761,E02004161,2,52,2
103762,E02004161,2,52,2
103763,E02004161,2,52,2
103764,E02004161,2,52,2
103765,E02004161,2,52,2
103766,E02004161,2,52,2
103767,E02004161,2,52,2
103768,E02004161,2,52,2
103769,E02004161,2,52,2
103770,E02004161,2,52,2
103771,E02004161,2,52,2
103772,E02004161,2,52,2
103773,E02004161,2,52,2
103774,E02004161,2,52,2
103775,E02004161,2,52,2
103776,E02004161,2,52,2
103777,E02004161,2,52,2
103778,E02004161,2,52,5
103779,E02004161,2,52,5
103780,E02004161,2,52,12
103781,E02004161,2,52,15
103782,E02004161,2,53,2
103783,E02004161,2,53,2
103784,E02004161,2,53,2
103785,E02004161,2,53,2
103786,E02004161,2,53,2
103787,E02004161,2,53,2
103788,E02004161,2,53,2
103789,E02004161,2,53,2
103790,E02004161,2,53,2
103791,E02004161,2,53,2
103792,E02004161,2,53,2
103793,E02004161,2,53,2
103794,E02004161,2,53,2
103795,E02004161,2,53,2
103796,E02004161,2,53,2
103797,E02004161,2,53,2
103798,E02004161,2,53,2
103799,E02004161,2,53,2
103800,E02004161,2,53,2
103801,E02004161,2,53,2
103802,E02004161,2,53,2
103803,E02004161,2,53,2
103804,E02004161,2,53,2
103805,E02004161,2,53,2
103806,E02004161,2,53,2
103807,E02004161,2,53,2
103808,E02004161,2,53,2
103809,E02004161,2,53,2
103810,E02004161,2,53,2
103811,E02004161,2,53,2
103812,E02004161,2,53,2
103813,E02004161,2,53,2
103814,E02004161,2,53,2
103815,E02004161,2,53,2
103816,E02004161,2,53,2
103817,E02004161,2,53,2
103818,E02004161,2,53,2
103819,E02004161,2,53,2
103820,E02004161,2,53,2
103821,E02004161,2,53,2
103822,E02004161,2,53,2
103823,E02004161,2,53,2
103824,E02004161,2,53,2
103825,E02004161,2,53,2
103826,E02004161,2,53,2
103827,E02004161,2,53,2
103828,E02004161,2,53,2
103829,E02004161,2,53,2
103830,E02004161,2,53,5
103831,E02004161,2,53,8
103832,E02004161,2,53,12
103833,E02004161,2,53,16
103834,E02004161,2,53,22
103835,E02004161,2,54,2
103836,E02004161,2,54,2
103837,E02004161,2,54,2
103838,E02004161,2,54,2
103839,E02004161,2,54,2
103840,E02004161,2,54,2
103841,E02004161,2,54,2
103842,E02004161,2,54,2
103843,E02004161,2,54,2
103844,E02004161,2,54,2
103845,E02004161,2,54,2
103846,E02004161,2,54,2
103847,E02004161,2,54,2
103848,E02004161,2,54,2
103849,E02004161,2,54,2
103850,E02004161,2,54,2
103851,E02004161,2,54,2
103852,E02004161,2,54,2
103853,E02004161,2,54,2
103854,E02004161,2,54,2
103855,E02004161,2,54,2
103856,E02004161,2,54,2
103857,E02004161,2,54,2
103858,E02004161,2,54,2
103859,E02004161,2,54,2
103860,E02004161,2,54,2
103861,E02004161,2,54,2
103862,E02004161,2,54,2
103863,E02004161,2,54,2
103864,E02004161,2,54,2
103865,E02004161,2,54,2
103866,E02004161,2,54,2
103867,E02004161,2,54,2
103868,E02004161,2,54,2
103869,E02004161,2,54,2
103870,E02004161,2,54,2
103871,E02004161,2,54,2
103872,E02004161,2,54,2
103873,E02004161,2,54,2
103874,E02004161,2,54,2
103875,E02004161,2,54,2
103876,E02004161,2,54,2
103877,E02004161,2,54,2
103878,E02004161,2,54,2
103879,E02004161,2,54,2
103880,E02004161,2,54,2
103881,E02004161,2,54,2
103882,E02004161,2,54,2
103883,E02004161,2,54,2
103884,E02004161,2,54,2
103885,E02004161,2,54,2
103886,E02004161,2,54,5
103887,E02004161,2,54,5
103888,E02004161,2,54,7
103889,E02004161,2,54,18
103890,E02004161,2,55,2
103891,E02004161,2,55,2
103892,E02004161,2,55,2
103893,E02004161,2,55,2
103894,E02004161,2,55,2
103895,E02004161,2,55,2
103896,E02004161,2,55,2
103897,E02004161,2,55,2
103898,E02004161,2,55,2
103899,E02004161,2,55,2
103900,E02004161,2,55,2
103901,E02004161,2,55,2
103902,E02004161,2,55,2
103903,E02004161,2,55,2
103904,E02004161,2,55,2
103905,E02004161,2,55,2
103906,E02004161,2,55,2
103907,E02004161,2,55,2
103908,E02004161,2,55,2
103909,E02004161,2,55,2
103910,E02004161,2,55,2
103911,E02004161,2,55,2
103912,E02004161,2,55,2
103913,E02004161,2,55,2
103914,E02004161,2,55,2
103915,E02004161,2,55,2
103916,E02004161,2,55,2
103917,E02004161,2,55,2
103918,E02004161,2,55,2
103919,E02004161,2,55,2
103920,E02004161,2,55,2
103921,E02004161,2,55,2
103922,E02004161,2,55,2
103923,E02004161,2,55,2
103924,E02004161,2,55,2
103925,E02004161,2,55,2
103926,E02004161,2,55,2
103927,E02004161,2,55,2
103928,E02004161,2,55,2
103929,E02004161,2,55,2
103930,E02004161,2,55,2
103931,E02004161,2,55,2
103932,E02004161,2,55,2
103933,E02004161,2,55,2
103934,E02004161,2,55,5
103935,E02004161,2,55,5
103936,E02004161,2,55,18
103937,E02004161,2,56,2
103938,E02004161,2,56,2
103939,E02004161,2,56,2
103940,E02004161,2,56,2
103941,E02004161,2,56,2
103942,E02004161,2,56,2
103943,E02004161,2,56,2
103944,E02004161,2,56,2
103945,E02004161,2,56,2
103946,E02004161,2,56,2
103947,E02004161,2,56,2
103948,E02004161,2,56,2
103949,E02004161,2,56,2
103950,E02004161,2,56,2
103951,E02004161,2,56,2
103952,E02004161,2,56,2
103953,E02004161,2,56,2
103954,E02004161,2,56,2
103955,E02004161,2,56,2
103956,E02004161,2,56,2
103957,E02004161,2,56,2
103958,E02004161,2,56,2
103959,E02004161,2,56,2
103960,E02004161,2,56,2
103961,E02004161,2,56,2
103962,E02004161,2,56,2
103963,E02004161,2,56,2
103964,E02004161,2,56,2
103965,E02004161,2,56,2
103966,E02004161,2,56,2
103967,E02004161,2,56,2
103968,E02004161,2,56,2
103969,E02004161,2,56,2
103970,E02004161,2,56,2
103971,E02004161,2,56,2
103972,E02004161,2,56,2
103973,E02004161,2,56,2
103974,E02004161,2,56,2
103975,E02004161,2,56,2
103976,E02004161,2,56,2
103977,E02004161,2,56,2
103978,E02004161,2,56,2
103979,E02004161,2,56,5
103980,E02004161,2,56,5
103981,E02004161,2,56,5
103982,E02004161,2,56,8
103983,E02004161,2,57,2
103984,E02004161,2,57,2
103985,E02004161,2,57,2
103986,E02004161,2,57,2
103987,E02004161,2,57,2
103988,E02004161,2,57,2
103989,E02004161,2,57,2
103990,E02004161,2,57,2
103991,E02004161,2,57,2
103992,E02004161,2,57,2
103993,E02004161,2,57,2
103994,E02004161,2,57,2
103995,E02004161,2,57,2
103996,E02004161,2,57,2
103997,E02004161,2,57,2
103998,E02004161,2,57,2
103999,E02004161,2,57,2
104000,E02004161,2,57,2
104001,E02004161,2,57,2
104002,E02004161,2,57,2
104003,E02004161,2,57,2
104004,E02004161,2,57,2
104005,E02004161,2,57,2
104006,E02004161,2,57,2
104007,E02004161,2,57,2
104008,E02004161,2,57,2
104009,E02004161,2,57,2
104010,E02004161,2,57,2
104011,E02004161,2,57,2
104012,E02004161,2,57,2
104013,E02004161,2,57,2
104014,E02004161,2,57,2
104015,E02004161,2,57,2
104016,E02004161,2,57,2
104017,E02004161,2,57,2
104018,E02004161,2,57,2
104019,E02004161,2,57,2
104020,E02004161,2,57,2
104021,E02004161,2,57,2
104022,E02004161,2,57,5
104023,E02004161,2,57,7
104024,E02004161,2,57,15
104025,E02004161,2,58,2
104026,E02004161,2,58,2
104027,E02004161,2,58,2
104028,E02004161,2,58,2
104029,E02004161,2,58,2
104030,E02004161,2,58,2
104031,E02004161,2,58,2
104032,E02004161,2,58,2
104033,E02004161,2,58,2
104034,E02004161,2,58,2
104035,E02004161,2,58,2
104036,E02004161,2,58,2
104037,E02004161,2,58,2
104038,E02004161,2,58,2
104039,E02004161,2,58,2
104040,E02004161,2,58,2
104041,E02004161,2,58,2
104042,E02004161,2,58,2
104043,E02004161,2,58,2
104044,E02004161,2,58,2
104045,E02004161,2,58,2
104046,E02004161,2,58,2
104047,E02004161,2,58,2
104048,E02004161,2,58,2
104049,E02004161,2,58,2
104050,E02004161,2,58,2
104051,E02004161,2,58,2
104052,E02004161,2,58,2
104053,E02004161,2,58,2
104054,E02004161,2,58,2
104055,E02004161,2,58,2
104056,E02004161,2,58,2
104057,E02004161,2,58,2
104058,E02004161,2,58,2
104059,E02004161,2,58,2
104060,E02004161,2,58,2
104061,E02004161,2,58,2
104062,E02004161,2,58,2
104063,E02004161,2,58,2
104064,E02004161,2,58,2
104065,E02004161,2,58,2
104066,E02004161,2,58,2
104067,E02004161,2,58,3
104068,E02004161,2,58,5
104069,E02004161,2,58,5
104070,E02004161,2,58,16
104071,E02004161,2,58,18
104072,E02004161,2,59,2
104073,E02004161,2,59,2
104074,E02004161,2,59,2
104075,E02004161,2,59,2
104076,E02004161,2,59,2
104077,E02004161,2,59,2
104078,E02004161,2,59,2
104079,E02004161,2,59,2
104080,E02004161,2,59,2
104081,E02004161,2,59,2
104082,E02004161,2,59,2
104083,E02004161,2,59,2
104084,E02004161,2,59,2
104085,E02004161,2,59,2
104086,E02004161,2,59,2
104087,E02004161,2,59,2
104088,E02004161,2,59,2
104089,E02004161,2,59,2
104090,E02004161,2,59,2
104091,E02004161,2,59,2
104092,E02004161,2,59,2
104093,E02004161,2,59,2
104094,E02004161,2,59,2
104095,E02004161,2,59,2
104096,E02004161,2,59,2
104097,E02004161,2,59,2
104098,E02004161,2,59,2
104099,E02004161,2,59,2
104100,E02004161,2,59,2
104101,E02004161,2,59,2
104102,E02004161,2,59,2
104103,E02004161,2,59,2
104104,E02004161,2,59,2
104105,E02004161,2,59,2
104106,E02004161,2,59,2
104107,E02004161,2,59,5
104108,E02004161,2,59,10
104109,E02004161,2,59,13
104110,E02004161,2,60,2
104111,E02004161,2,60,2
104112,E02004161,2,60,2
104113,E02004161,2,60,2
104114,E02004161,2,60,2
104115,E02004161,2,60,2
104116,E02004161,2,60,2
104117,E02004161,2,60,2
104118,E02004161,2,60,2
104119,E02004161,2,60,2
104120,E02004161,2,60,2
104121,E02004161,2,60,2
104122,E02004161,2,60,2
104123,E02004161,2,60,2
104124,E02004161,2,60,2
104125,E02004161,2,60,2
104126,E02004161,2,60,2
104127,E02004161,2,60,2
104128,E02004161,2,60,2
104129,E02004161,2,60,2
104130,E02004161,2,60,2
104131,E02004161,2,60,2
104132,E02004161,2,60,2
104133,E02004161,2,60,2
104134,E02004161,2,60,2
104135,E02004161,2,60,2
104136,E02004161,2,60,2
104137,E02004161,2,60,2
104138,E02004161,2,60,5
104139,E02004161,2,60,5
104140,E02004161,2,60,22
104141,E02004161,2,61,2
104142,E02004161,2,61,2
104143,E02004161,2,61,2
104144,E02004161,2,61,2
104145,E02004161,2,61,2
104146,E02004161,2,61,2
104147,E02004161,2,61,2
104148,E02004161,2,61,2
104149,E02004161,2,61,2
104150,E02004161,2,61,2
104151,E02004161,2,61,2
104152,E02004161,2,61,2
104153,E02004161,2,61,2
104154,E02004161,2,61,2
104155,E02004161,2,61,2
104156,E02004161,2,61,2
104157,E02004161,2,61,2
104158,E02004161,2,61,2
104159,E02004161,2,61,2
104160,E02004161,2,61,2
104161,E02004161,2,61,2
104162,E02004161,2,61,2
104163,E02004161,2,61,2
104164,E02004161,2,61,2
104165,E02004161,2,61,2
104166,E02004161,2,61,2
104167,E02004161,2,61,2
104168,E02004161,2,61,2
104169,E02004161,2,61,2
104170,E02004161,2,61,2
104171,E02004161,2,61,2
104172,E02004161,2,61,2
104173,E02004161,2,61,2
104174,E02004161,2,61,2
104175,E02004161,2,61,2
104176,E02004161,2,61,2
104177,E02004161,2,61,2
104178,E02004161,2,61,2
104179,E02004161,2,61,2
104180,E02004161,2,61,2
104181,E02004161,2,61,2
104182,E02004161,2,61,16
104183,E02004161,2,62,2
104184,E02004161,2,62,2
104185,E02004161,2,62,2
104186,E02004161,2,62,2
104187,E02004161,2,62,2
104188,E02004161,2,62,2
104189,E02004161,2,62,2
104190,E02004161,2,62,2
104191,E02004161,2,62,2
104192,E02004161,2,62,2
104193,E02004161,2,62,2
104194,E02004161,2,62,2
104195,E02004161,2,62,2
104196,E02004161,2,62,2
104197,E02004161,2,62,2
104198,E02004161,2,62,2
104199,E02004161,2,62,2
104200,E02004161,2,62,2
104201,E02004161,2,62,2
104202,E02004161,2,62,2
104203,E02004161,2,62,2
104204,E02004161,2,62,2
104205,E02004161,2,62,2
104206,E02004161,2,62,2
104207,E02004161,2,62,2
104208,E02004161,2,62,2
104209,E02004161,2,62,2
104210,E02004161,2,62,2
104211,E02004161,2,62,2
104212,E02004161,2,62,2
104213,E02004161,2,62,2
104214,E02004161,2,62,2
104215,E02004161,2,62,2
104216,E02004161,2,62,2
104217,E02004161,2,62,2
104218,E02004161,2,62,2
104219,E02004161,2,62,3
104220,E02004161,2,62,4
104221,E02004161,2,62,5
104222,E02004161,2,62,9
104223,E02004161,2,62,19
104224,E02004161,2,63,2
104225,E02004161,2,63,2
104226,E02004161,2,63,2
104227,E02004161,2,63,2
104228,E02004161,2,63,2
104229,E02004161,2,63,2
104230,E02004161,2,63,2
104231,E02004161,2,63,2
104232,E02004161,2,63,2
104233,E02004161,2,63,2
104234,E02004161,2,63,2
104235,E02004161,2,63,2
104236,E02004161,2,63,2
104237,E02004161,2,63,2
104238,E02004161,2,63,2
104239,E02004161,2,63,2
104240,E02004161,2,63,2
104241,E02004161,2,63,2
104242,E02004161,2,63,2
104243,E02004161,2,63,2
104244,E02004161,2,63,2
104245,E02004161,2,63,2
104246,E02004161,2,63,2
104247,E02004161,2,63,2
104248,E02004161,2,63,2
104249,E02004161,2,63,7
104250,E02004161,2,63,12
104251,E02004161,2,63,16
104252,E02004161,2,63,18
104253,E02004161,2,64,2
104254,E02004161,2,64,2
104255,E02004161,2,64,2
104256,E02004161,2,64,2
104257,E02004161,2,64,2
104258,E02004161,2,64,2
104259,E02004161,2,64,2
104260,E02004161,2,64,2
104261,E02004161,2,64,2
104262,E02004161,2,64,2
104263,E02004161,2,64,2
104264,E02004161,2,64,2
104265,E02004161,2,64,2
104266,E02004161,2,64,2
104267,E02004161,2,64,2
104268,E02004161,2,64,2
104269,E02004161,2,64,2
104270,E02004161,2,64,2
104271,E02004161,2,64,2
104272,E02004161,2,64,2
104273,E02004161,2,64,2
104274,E02004161,2,64,2
104275,E02004161,2,64,2
104276,E02004161,2,64,2
104277,E02004161,2,64,2
104278,E02004161,2,64,2
104279,E02004161,2,64,2
104280,E02004161,2,64,2
104281,E02004161,2,64,2
104282,E02004161,2,64,2
104283,E02004161,2,64,2
104284,E02004161,2,64,2
104285,E02004161,2,64,2
104286,E02004161,2,64,2
104287,E02004161,2,64,2
104288,E02004161,2,64,2
104289,E02004161,2,64,2
104290,E02004161,2,64,2
104291,E02004161,2,64,2
104292,E02004161,2,64,2
104293,E02004161,2,64,5
104294,E02004161,2,64,14
104295,E02004161,2,64,15
104296,E02004161,2,65,2
104297,E02004161,2,65,2
104298,E02004161,2,65,2
104299,E02004161,2,65,2
104300,E02004161,2,65,2
104301,E02004161,2,65,2
104302,E02004161,2,65,2
104303,E02004161,2,65,2
104304,E02004161,2,65,2
104305,E02004161,2,65,2
104306,E02004161,2,65,2
104307,E02004161,2,65,2
104308,E02004161,2,65,2
104309,E02004161,2,65,2
104310,E02004161,2,65,2
104311,E02004161,2,65,2
104312,E02004161,2,65,2
104313,E02004161,2,65,2
104314,E02004161,2,65,2
104315,E02004161,2,65,2
104316,E02004161,2,65,2
104317,E02004161,2,65,2
104318,E02004161,2,65,2
104319,E02004161,2,65,2
104320,E02004161,2,65,2
104321,E02004161,2,65,2
104322,E02004161,2,65,2
104323,E02004161,2,65,2
104324,E02004161,2,65,2
104325,E02004161,2,65,2
104326,E02004161,2,65,5
104327,E02004161,2,65,5
104328,E02004161,2,66,2
104329,E02004161,2,66,2
104330,E02004161,2,66,2
104331,E02004161,2,66,2
104332,E02004161,2,66,2
104333,E02004161,2,66,2
104334,E02004161,2,66,2
104335,E02004161,2,66,2
104336,E02004161,2,66,2
104337,E02004161,2,66,2
104338,E02004161,2,66,2
104339,E02004161,2,66,2
104340,E02004161,2,66,2
104341,E02004161,2,66,2
104342,E02004161,2,66,2
104343,E02004161,2,66,2
104344,E02004161,2,66,2
104345,E02004161,2,66,2
104346,E02004161,2,66,2
104347,E02004161,2,66,2
104348,E02004161,2,66,2
104349,E02004161,2,66,2
104350,E02004161,2,66,2
104351,E02004161,2,66,2
104352,E02004161,2,66,2
104353,E02004161,2,66,2
104354,E02004161,2,66,2
104355,E02004161,2,66,2
104356,E02004161,2,66,2
104357,E02004161,2,66,2
104358,E02004161,2,66,2
104359,E02004161,2,66,5
104360,E02004161,2,66,9
104361,E02004161,2,66,12
104362,E02004161,2,66,14
104363,E02004161,2,66,16
104364,E02004161,2,67,2
104365,E02004161,2,67,2
104366,E02004161,2,67,2
104367,E02004161,2,67,2
104368,E02004161,2,67,2
104369,E02004161,2,67,2
104370,E02004161,2,67,2
104371,E02004161,2,67,2
104372,E02004161,2,67,2
104373,E02004161,2,67,2
104374,E02004161,2,67,2
104375,E02004161,2,67,2
104376,E02004161,2,67,2
104377,E02004161,2,67,2
104378,E02004161,2,67,2
104379,E02004161,2,67,2
104380,E02004161,2,67,2
104381,E02004161,2,67,2
104382,E02004161,2,67,2
104383,E02004161,2,67,2
104384,E02004161,2,67,2
104385,E02004161,2,67,2
104386,E02004161,2,67,2
104387,E02004161,2,67,5
104388,E02004161,2,67,8
104389,E02004161,2,67,12
104390,E02004161,2,68,2
104391,E02004161,2,68,2
104392,E02004161,2,68,2
104393,E02004161,2,68,2
104394,E02004161,2,68,2
104395,E02004161,2,68,2
104396,E02004161,2,68,2
104397,E02004161,2,68,2
104398,E02004161,2,68,2
104399,E02004161,2,68,2
104400,E02004161,2,68,2
104401,E02004161,2,68,2
104402,E02004161,2,68,2
104403,E02004161,2,68,2
104404,E02004161,2,68,2
104405,E02004161,2,68,2
104406,E02004161,2,68,2
104407,E02004161,2,68,2
104408,E02004161,2,68,2
104409,E02004161,2,68,2
104410,E02004161,2,68,2
104411,E02004161,2,68,2
104412,E02004161,2,68,2
104413,E02004161,2,68,2
104414,E02004161,2,68,2
104415,E02004161,2,68,2
104416,E02004161,2,68,2
104417,E02004161,2,68,2
104418,E02004161,2,68,2
104419,E02004161,2,68,15
104420,E02004161,2,68,18
104421,E02004161,2,69,2
104422,E02004161,2,69,2
104423,E02004161,2,69,2
104424,E02004161,2,69,2
104425,E02004161,2,69,2
104426,E02004161,2,69,2
104427,E02004161,2,69,2
104428,E02004161,2,69,2
104429,E02004161,2,69,2
104430,E02004161,2,69,2
104431,E02004161,2,69,2
104432,E02004161,2,69,2
104433,E02004161,2,69,2
104434,E02004161,2,69,2
104435,E02004161,2,69,2
104436,E02004161,2,69,2
104437,E02004161,2,69,2
104438,E02004161,2,69,2
104439,E02004161,2,69,2
104440,E02004161,2,69,2
104441,E02004161,2,69,2
104442,E02004161,2,69,2
104443,E02004161,2,69,2
104444,E02004161,2,69,2
104445,E02004161,2,69,2
104446,E02004161,2,69,5
104447,E02004161,2,70,2
104448,E02004161,2,70,2
104449,E02004161,2,70,2
104450,E02004161,2,70,2
104451,E02004161,2,70,2
104452,E02004161,2,70,2
104453,E02004161,2,70,2
104454,E02004161,2,70,2
104455,E02004161,2,70,2
104456,E02004161,2,70,2
104457,E02004161,2,70,2
104458,E02004161,2,70,2
104459,E02004161,2,70,2
104460,E02004161,2,70,2
104461,E02004161,2,70,2
104462,E02004161,2,70,2
104463,E02004161,2,70,2
104464,E02004161,2,70,2
104465,E02004161,2,70,2
104466,E02004161,2,70,2
104467,E02004161,2,70,2
104468,E02004161,2,70,2
104469,E02004161,2,70,2
104470,E02004161,2,70,2
104471,E02004161,2,70,2
104472,E02004161,2,70,2
104473,E02004161,2,70,2
104474,E02004161,2,70,2
104475,E02004161,2,70,2
104476,E02004161,2,70,2
104477,E02004161,2,70,12
104478,E02004161,2,70,14
104479,E02004161,2,71,2
104480,E02004161,2,71,2
104481,E02004161,2,71,2
104482,E02004161,2,71,2
104483,E02004161,2,71,2
104484,E02004161,2,71,2
104485,E02004161,2,71,2
104486,E02004161,2,71,2
104487,E02004161,2,71,2
104488,E02004161,2,71,2
104489,E02004161,2,71,2
104490,E02004161,2,71,2
104491,E02004161,2,71,2
104492,E02004161,2,71,2
104493,E02004161,2,71,2
104494,E02004161,2,71,2
104495,E02004161,2,71,2
104496,E02004161,2,71,2
104497,E02004161,2,71,2
104498,E02004161,2,71,2
104499,E02004161,2,71,2
104500,E02004161,2,71,2
104501,E02004161,2,71,5
104502,E02004161,2,71,7
104503,E02004161,2,72,2
104504,E02004161,2,72,2
104505,E02004161,2,72,2
104506,E02004161,2,72,2
104507,E02004161,2,72,2
104508,E02004161,2,72,2
104509,E02004161,2,72,2
104510,E02004161,2,72,2
104511,E02004161,2,72,2
104512,E02004161,2,72,2
104513,E02004161,2,72,2
104514,E02004161,2,72,2
104515,E02004161,2,72,2
104516,E02004161,2,72,2
104517,E02004161,2,72,2
104518,E02004161,2,72,2
104519,E02004161,2,72,2
104520,E02004161,2,72,2
104521,E02004161,2,72,2
104522,E02004161,2,72,2
104523,E02004161,2,72,2
104524,E02004161,2,72,2
104525,E02004161,2,72,2
104526,E02004161,2,72,2
104527,E02004161,2,72,2
104528,E02004161,2,72,2
104529,E02004161,2,72,2
104530,E02004161,2,72,2
104531,E02004161,2,72,2
104532,E02004161,2,72,2
104533,E02004161,2,72,2
104534,E02004161,2,72,2
104535,E02004161,2,72,2
104536,E02004161,2,72,2
104537,E02004161,2,72,2
104538,E02004161,2,72,3
104539,E02004161,2,72,18
104540,E02004161,2,73,2
104541,E02004161,2,73,2
104542,E02004161,2,73,2
104543,E02004161,2,73,2
104544,E02004161,2,73,2
104545,E02004161,2,73,2
104546,E02004161,2,73,2
104547,E02004161,2,73,2
104548,E02004161,2,73,2
104549,E02004161,2,73,2
104550,E02004161,2,73,2
104551,E02004161,2,73,2
104552,E02004161,2,73,2
104553,E02004161,2,73,2
104554,E02004161,2,73,2
104555,E02004161,2,73,2
104556,E02004161,2,73,2
104557,E02004161,2,73,2
104558,E02004161,2,73,2
104559,E02004161,2,73,2
104560,E02004161,2,73,2
104561,E02004161,2,73,2
104562,E02004161,2,73,2
104563,E02004161,2,73,2
104564,E02004161,2,73,2
